symbol,signal,entryTime,outTime,pnl
ETHUSDT,-1,1675105976428.0,1675105986464.0,-0.02975
ETHUSDT,1,1675105976528.0,1675105986573.0,-0.00905
BTCUSDT,1,1675105978262.0,1675105988292.0,0.03948
ETHUSDT,-1,1675105978979.0,1675105988981.0,-0.04138
ETHUSDT,1,1675105979876.0,1675105989881.0,0.03555
ETHUSDT,-1,1675105981077.0,1675105991082.0,-0.01293
BTCUSDT,-1,1675105981228.0,1675105991390.0,-0.04166
ETHUSDT,1,1675105982499.0,1675105992607.0,-0.00711
BTCUSDT,1,1675105982909.0,1675105992925.0,0.01710
BTCUSDT,-1,1675105984956.0,1675105995101.0,-0.06227
ETHUSDT,-1,1675105985812.0,1675105995828.0,-0.03943
BTCUSDT,1,1675105986736.0,1675105996878.0,0.09869
ETHUSDT,1,1675105988194.0,1675105998296.0,0.00905
BTCUSDT,-1,1675105989946.0,1675106000112.0,-0.01622
BTCUSDT,1,1675105990262.0,1675106000373.0,-0.01534
ETHUSDT,-1,1675105990533.0,1675106000536.0,0.03555
ETHUSDT,1,1675105991924.0,1675106001976.0,-0.12212
ETCUSDT,-1,1675105991984.0,1675106002002.0,0.21831
ETHUSDT,-1,1675105992914.0,1675106003022.0,0.13121
ETHUSDT,1,1675105996687.0,1675106006735.0,-0.11954
BTCUSDT,-1,1675105997334.0,1675106007382.0,0.11481
BTCUSDT,1,1675105997625.0,1675106007946.0,-0.13012
BTCUSDT,-1,1675105998416.0,1675106008705.0,0.12841
ETHUSDT,-1,1675105998480.0,1675106009184.0,0.07564
BTCUSDT,1,1675106004992.0,1675106015193.0,-0.01448
ETHUSDT,1,1675106005648.0,1675106015826.0,-0.00065
ETCUSDT,1,1675106005685.0,1675106016055.0,-0.06656
BTCUSDT,-1,1675106007072.0,1675106017456.0,-0.02370
ETHUSDT,-1,1675106007187.0,1675106017463.0,-0.04915
ETHUSDT,1,1675106007768.0,1675106018272.0,0.07050
ETCUSDT,-1,1675106009150.0,1675106019171.0,-0.14760
ETHUSDT,-1,1675106009464.0,1675106019582.0,-0.13136
ETHUSDT,1,1675106012610.0,1675106022828.0,0.12484
BTCUSDT,1,1675106012942.0,1675106023529.0,0.09918
ETCUSDT,1,1675106014357.0,1675106024588.0,0.13793
ETHUSDT,-1,1675106016163.0,1675106026206.0,-0.02781
ETHUSDT,1,1675106016449.0,1675106026623.0,0.00129
ETCUSDT,-1,1675106024588.0,1675106034698.0,0.19951
ETHUSDT,-1,1675106025068.0,1675106035075.0,0.06852
BTCUSDT,-1,1675106025051.0,1675106035083.0,0.08684
ETHUSDT,1,1675106034307.0,1675106044337.0,-0.16167
ETHUSDT,-1,1675106035046.0,1675106045178.0,0.08474
ETHUSDT,1,1675106035075.0,1675106045178.0,-0.08603
ETHUSDT,-1,1675106035156.0,1675106045237.0,0.08538
ETHUSDT,1,1675106036096.0,1675106046110.0,-0.16745
BTCUSDT,1,1675106036850.0,1675106047700.0,-0.15931
ETHUSDT,-1,1675106037833.0,1675106047979.0,0.15586
BTCUSDT,-1,1675106038669.0,1675106048867.0,0.12249
BTCUSDT,1,1675106046315.0,1675106056326.0,0.01846
ETHUSDT,1,1675106047091.0,1675106057287.0,0.03497
ETHUSDT,-1,1675106047222.0,1675106057297.0,-0.02526
BTCUSDT,-1,1675106047987.0,1675106058026.0,0.01011
ETCUSDT,1,1675106048409.0,1675106058600.0,-0.02380
ETCUSDT,-1,1675106051761.0,1675106062082.0,0.01428
ETHUSDT,1,1675106052723.0,1675106062743.0,0.07316
BTCUSDT,1,1675106052991.0,1675106063609.0,-0.00352
ETHUSDT,-1,1675106055001.0,1675106065106.0,-0.15483
ETCUSDT,1,1675106055016.0,1675106065109.0,0.06664
BTCUSDT,-1,1675106056590.0,1675106066629.0,-0.00923
ETHUSDT,1,1675106058127.0,1675106068543.0,0.11788
ETCUSDT,-1,1675106059121.0,1675106069198.0,-0.07146
BTCUSDT,1,1675106061104.0,1675106071108.0,0.00747
ETCUSDT,1,1675106064019.0,1675106074042.0,0.05231
ETCUSDT,-1,1675106066806.0,1675106076858.0,-0.08089
BTCUSDT,-1,1675106068869.0,1675106079099.0,-0.08440
ETHUSDT,-1,1675106070987.0,1675106081263.0,-0.10158
BTCUSDT,1,1675106071464.0,1675106081481.0,0.05932
ETHUSDT,1,1675106071607.0,1675106081992.0,0.05756
ETCUSDT,1,1675106072933.0,1675106082969.0,-0.04276
ETHUSDT,-1,1675106074765.0,1675106084795.0,-0.07437
ETCUSDT,-1,1675106079485.0,1675106089528.0,-0.04278
ETHUSDT,1,1675106080272.0,1675106090276.0,0.05816
ETCUSDT,1,1675106082380.0,1675106092465.0,0.06652
ETHUSDT,-1,1675106084795.0,1675106094827.0,-0.07303
ETHUSDT,1,1675106085758.0,1675106096036.0,0.08852
BTCUSDT,-1,1675106085926.0,1675106096187.0,-0.09968
BTCUSDT,1,1675106086976.0,1675106096997.0,0.09001
ETCUSDT,-1,1675106094735.0,1675106104762.0,0.02850
BTCUSDT,-1,1675106094799.0,1675106104878.0,0.03159
ETHUSDT,-1,1675106094375.0,1675106105025.0,0.05554
BTCUSDT,1,1675106095020.0,1675106105101.0,-0.04957
ETHUSDT,1,1675106095071.0,1675106105154.0,-0.08329
ETCUSDT,1,1675106096485.0,1675106106667.0,-0.05700
ETHUSDT,-1,1675106099287.0,1675106109651.0,0.09620
ETCUSDT,-1,1675106100688.0,1675106110910.0,-0.02376
BTCUSDT,-1,1675106101007.0,1675106111129.0,-0.01580
ETHUSDT,1,1675106103275.0,1675106113564.0,-0.04975
BTCUSDT,1,1675106103218.0,1675106113642.0,-0.06056
BTCUSDT,-1,1675106103888.0,1675106113921.0,0.06978
ETHUSDT,-1,1675106105228.0,1675106115417.0,0.05817
BTCUSDT,1,1675106108756.0,1675106118913.0,-0.04477
ETHUSDT,1,1675106109652.0,1675106119659.0,-0.03749
ETCUSDT,1,1675106110910.0,1675106120959.0,-0.24230
ETHUSDT,-1,1675106112304.0,1675106122381.0,0.06722
ETCUSDT,-1,1675106112673.0,1675106122694.0,0.11418
BTCUSDT,-1,1675106113661.0,1675106123902.0,0.01317
BTCUSDT,1,1675106120640.0,1675106131011.0,-0.07159
BTCUSDT,-1,1675106121762.0,1675106131823.0,0.07289
ETCUSDT,1,1675106131923.0,1675106142137.0,0.09055
BTCUSDT,1,1675106133462.0,1675106143500.0,0.05933
ETCUSDT,-1,1675106134194.0,1675106144289.0,-0.14307
ETHUSDT,1,1675106135638.0,1675106145754.0,0.00647
BTCUSDT,-1,1675106137458.0,1675106147462.0,0.00483
ETCUSDT,1,1675106137643.0,1675106147667.0,-0.02858
ETHUSDT,-1,1675106137627.0,1675106147699.0,0.01230
BTCUSDT,1,1675106138950.0,1675106149015.0,-0.03559
ETHUSDT,1,1675106139454.0,1675106149575.0,-0.03689
BTCUSDT,-1,1675106144699.0,1675106155062.0,0.07426
ETHUSDT,-1,1675106145450.0,1675106155451.0,0.05049
ETCUSDT,-1,1675106147506.0,1675106157894.0,0.05240
ETHUSDT,1,1675106149622.0,1675106159627.0,-0.03690
ETHUSDT,-1,1675106152658.0,1675106162814.0,-0.01295
BTCUSDT,1,1675106152721.0,1675106162854.0,-0.01715
BTCUSDT,-1,1675106153920.0,1675106164045.0,-0.02154
ETHUSDT,1,1675106156372.0,1675106166457.0,0.12045
ETHUSDT,-1,1675106157588.0,1675106167600.0,-0.11591
ETHUSDT,1,1675106158475.0,1675106168992.0,0.10746
ETHUSDT,-1,1675106159713.0,1675106169803.0,-0.17617
ETHUSDT,1,1675106159808.0,1675106169855.0,0.15477
ETHUSDT,-1,1675106159868.0,1675106170014.0,-0.12626
BTCUSDT,1,1675106159651.0,1675106170453.0,0.14422
ETHUSDT,1,1675106161026.0,1675106171126.0,0.12818
ETCUSDT,1,1675106162843.0,1675106172889.0,0.28592
BTCUSDT,-1,1675106174548.0,1675106185091.0,-0.03864
ETHUSDT,-1,1675106175019.0,1675106185164.0,-0.01228
BTCUSDT,1,1675106176268.0,1675106186302.0,-0.01229
ETHUSDT,1,1675106177613.0,1675106188104.0,-0.00582
ETCUSDT,-1,1675106179432.0,1675106189441.0,0.06180
BTCUSDT,-1,1675106180392.0,1675106190452.0,0.06673
ETHUSDT,-1,1675106183652.0,1675106193693.0,0.06659
BTCUSDT,1,1675106184139.0,1675106194167.0,-0.03073
ETCUSDT,1,1675106185198.0,1675106195199.0,-0.03328
ETHUSDT,1,1675106185882.0,1675106196487.0,-0.10990
BTCUSDT,-1,1675106188373.0,1675106198554.0,0.08166
ETHUSDT,-1,1675106188475.0,1675106198895.0,0.05174
ETCUSDT,-1,1675106189742.0,1675106199968.0,0.03329
BTCUSDT,1,1675106189407.0,1675106200042.0,0.00351
ETHUSDT,1,1675106190736.0,1675106200748.0,-0.04463
ETHUSDT,-1,1675106192227.0,1675106202818.0,0.04141
ETHUSDT,1,1675106195194.0,1675106205244.0,-0.02394
BTCUSDT,-1,1675106196930.0,1675106206996.0,-0.07777
ETHUSDT,-1,1675106197435.0,1675106207683.0,-0.05565
BTCUSDT,1,1675106205472.0,1675106215485.0,0.02460
ETCUSDT,1,1675106206077.0,1675106216129.0,0.02376
ETHUSDT,1,1675106206486.0,1675106216614.0,0.06339
BTCUSDT,-1,1675106211926.0,1675106222110.0,-0.01976
BTCUSDT,1,1675106213903.0,1675106225107.0,0.05708
BTCUSDT,-1,1675106214434.0,1675106225572.0,-0.06323
BTCUSDT,1,1675106216191.0,1675106226196.0,0.02327
ETCUSDT,-1,1675106216129.0,1675106226711.0,-0.11880
ETCUSDT,1,1675106218001.0,1675106228101.0,0.08551
BTCUSDT,-1,1675106228156.0,1675106238193.0,-0.06101
BTCUSDT,1,1675106229245.0,1675106239305.0,-0.02676
BTCUSDT,-1,1675106233647.0,1675106244044.0,0.00263
BTCUSDT,1,1675106235760.0,1675106246053.0,0.02412
BTCUSDT,-1,1675106238959.0,1675106249297.0,-0.09521
ETHUSDT,-1,1675106239717.0,1675106249946.0,-0.09232
BTCUSDT,1,1675106242142.0,1675106252237.0,0.06756
ETCUSDT,-1,1675106241986.0,1675106252313.0,-0.08061
ETHUSDT,1,1675106245055.0,1675106255108.0,0.14778
ETCUSDT,1,1675106245749.0,1675106256025.0,-0.04263
ETHUSDT,-1,1675106247851.0,1675106257867.0,-0.05419
ETHUSDT,1,1675106250265.0,1675106260548.0,0.05095
ETHUSDT,-1,1675106251475.0,1675106261482.0,-0.09159
BTCUSDT,-1,1675106251466.0,1675106261585.0,-0.07103
ETHUSDT,1,1675106252337.0,1675106262621.0,0.04127
BTCUSDT,1,1675106253079.0,1675106263225.0,0.02323
ETCUSDT,-1,1675106255173.0,1675106265457.0,-0.17062
ETHUSDT,-1,1675106257374.0,1675106267409.0,-0.05864
ETCUSDT,1,1675106260022.0,1675106270117.0,0.13260
ETHUSDT,1,1675106261108.0,1675106271183.0,0.05736
BTCUSDT,-1,1675106262995.0,1675106273376.0,-0.04645
BTCUSDT,1,1675106265496.0,1675106275722.0,0.05783
BTCUSDT,-1,1675106265765.0,1675106276158.0,-0.05827
BTCUSDT,1,1675106265876.0,1675106276161.0,0.06616
ETHUSDT,-1,1675106268794.0,1675106279797.0,-0.00580
BTCUSDT,-1,1675106270066.0,1675106280104.0,0.00789
ETHUSDT,1,1675106270120.0,1675106280193.0,-0.02383
BTCUSDT,1,1675106270275.0,1675106280293.0,-0.01008
ETHUSDT,-1,1675106270910.0,1675106280946.0,-0.02126
ETHUSDT,1,1675106275086.0,1675106285296.0,-0.11135
ETHUSDT,-1,1675106276226.0,1675106286582.0,0.05796
BTCUSDT,-1,1675106278030.0,1675106288159.0,0.02803
ETCUSDT,-1,1675106281582.0,1675106291709.0,0.01892
ETHUSDT,1,1675106282128.0,1675106292171.0,0.05798
ETHUSDT,-1,1675106282129.0,1675106292171.0,-0.07152
ETHUSDT,1,1675106286782.0,1675106296795.0,0.19457
BTCUSDT,1,1675106286860.0,1675106296871.0,0.10212
ETCUSDT,1,1675106290369.0,1675106300387.0,0.19862
ETHUSDT,-1,1675106298376.0,1675106308425.0,0.10293
ETHUSDT,1,1675106301095.0,1675106311414.0,-0.14663
BTCUSDT,-1,1675106302055.0,1675106312481.0,0.04554
ETHUSDT,-1,1675106302045.0,1675106312497.0,0.04118
ETCUSDT,-1,1675106303372.0,1675106313475.0,0.00945
ETHUSDT,1,1675106304426.0,1675106315010.0,0.03413
BTCUSDT,1,1675106306033.0,1675106316046.0,-0.00438
BTCUSDT,-1,1675106307912.0,1675106318267.0,-0.06397
ETHUSDT,-1,1675106308548.0,1675106319072.0,-0.14363
BTCUSDT,1,1675106309243.0,1675106319642.0,0.08282
BTCUSDT,-1,1675106311465.0,1675106321682.0,-0.09597
ETHUSDT,1,1675106311735.0,1675106321739.0,0.13585
BTCUSDT,1,1675106312482.0,1675106322578.0,0.04950
ETCUSDT,1,1675106315340.0,1675106325410.0,0.07089
BTCUSDT,-1,1675106315404.0,1675106325423.0,-0.03065
BTCUSDT,1,1675106315450.0,1675106325489.0,0.03854
BTCUSDT,-1,1675106326531.0,1675106336583.0,-0.04247
ETHUSDT,-1,1675106326950.0,1675106336952.0,-0.01029
BTCUSDT,1,1675106330942.0,1675106340982.0,-0.02233
ETHUSDT,1,1675106330968.0,1675106341363.0,0.00000
ETCUSDT,-1,1675106335712.0,1675106346222.0,-0.05195
BTCUSDT,-1,1675106337846.0,1675106348083.0,0.02277
ETCUSDT,1,1675106337872.0,1675106348285.0,-0.06139
ETHUSDT,-1,1675106340880.0,1675106351006.0,-0.04052
BTCUSDT,1,1675106343482.0,1675106353491.0,-0.12651
ETHUSDT,1,1675106344473.0,1675106354748.0,-0.13819
BTCUSDT,-1,1675106346046.0,1675106356084.0,0.05517
BTCUSDT,1,1675106346943.0,1675106357003.0,-0.05078
ETHUSDT,-1,1675106346919.0,1675106357049.0,-0.02830
BTCUSDT,-1,1675106347065.0,1675106357373.0,-0.00131
ETCUSDT,-1,1675106351110.0,1675106361122.0,-0.07559
BTCUSDT,1,1675106351103.0,1675106361157.0,-0.01752
BTCUSDT,-1,1675106351140.0,1675106361158.0,-0.01226
ETHUSDT,1,1675106356712.0,1675106367556.0,-0.06881
BTCUSDT,1,1675106356304.0,1675106367593.0,-0.05213
ETCUSDT,1,1675106359829.0,1675106369899.0,-0.10860
BTCUSDT,-1,1675106361600.0,1675106371758.0,0.12224
ETHUSDT,-1,1675106362083.0,1675106372179.0,0.11578
ETHUSDT,1,1675106362231.0,1675106372693.0,-0.12155
BTCUSDT,1,1675106362716.0,1675106372727.0,-0.09421
BTCUSDT,-1,1675106362717.0,1675106372727.0,0.03858
ETHUSDT,-1,1675106362732.0,1675106372862.0,0.09133
BTCUSDT,1,1675106363579.0,1675106373653.0,-0.10823
ETHUSDT,1,1675106365011.0,1675106375255.0,-0.15497
BTCUSDT,-1,1675106365730.0,1675106375762.0,0.07846
ETHUSDT,-1,1675106366234.0,1675106376240.0,0.07013
ETCUSDT,-1,1675106368608.0,1675106378626.0,0.01418
ETHUSDT,1,1675106376370.0,1675106386437.0,0.08948
BTCUSDT,1,1675106376346.0,1675106386449.0,0.08464
ETHUSDT,-1,1675106377664.0,1675106387695.0,-0.13267
BTCUSDT,-1,1675106377501.0,1675106387713.0,-0.10484
ETCUSDT,1,1675106377574.0,1675106387842.0,0.16079
ETCUSDT,-1,1675106377574.0,1675106387842.0,-0.16082
BTCUSDT,1,1675106377903.0,1675106388091.0,0.09650
ETCUSDT,1,1675106378860.0,1675106388878.0,0.16071
ETHUSDT,1,1675106378849.0,1675106388929.0,0.08110
BTCUSDT,-1,1675106381251.0,1675106391258.0,-0.01490
BTCUSDT,1,1675106384624.0,1675106394718.0,0.03593
BTCUSDT,-1,1675106391204.0,1675106401824.0,-0.02673
BTCUSDT,1,1675106391774.0,1675106401824.0,-0.00526
ETHUSDT,-1,1675106397308.0,1675106407411.0,0.11829
ETHUSDT,1,1675106397617.0,1675106407624.0,-0.10221
BTCUSDT,-1,1675106398221.0,1675106408328.0,0.04425
ETHUSDT,-1,1675106401786.0,1675106411940.0,0.07911
BTCUSDT,1,1675106401853.0,1675106412641.0,-0.07010
BTCUSDT,-1,1675106402628.0,1675106412641.0,0.05784
ETCUSDT,-1,1675106402924.0,1675106413355.0,0.01890
BTCUSDT,1,1675106409287.0,1675106420096.0,-0.03726
BTCUSDT,-1,1675106412641.0,1675106422684.0,0.01710
BTCUSDT,1,1675106425529.0,1675106435547.0,-0.07587
BTCUSDT,-1,1675106427940.0,1675106437955.0,0.05922
BTCUSDT,1,1675106429513.0,1675106439612.0,-0.07457
BTCUSDT,-1,1675106432930.0,1675106442994.0,-0.00483
BTCUSDT,1,1675106434864.0,1675106444918.0,0.01404
ETHUSDT,1,1675106434898.0,1675106445013.0,0.04124
ETHUSDT,-1,1675106435746.0,1675106445977.0,-0.01031
BTCUSDT,-1,1675106437955.0,1675106447965.0,-0.04565
ETHUSDT,1,1675106438744.0,1675106448765.0,0.02190
BTCUSDT,1,1675106441484.0,1675106452901.0,-0.00044
BTCUSDT,-1,1675106445902.0,1675106456055.0,-0.01185
ETCUSDT,1,1675106447276.0,1675106457297.0,-0.08513
BTCUSDT,1,1675106448019.0,1675106458027.0,-0.03729
BTCUSDT,-1,1675106453898.0,1675106464162.0,0.05968
ETHUSDT,-1,1675106453924.0,1675106464198.0,0.12302
ETCUSDT,-1,1675106457020.0,1675106467028.0,0.03313
ETHUSDT,1,1675106466488.0,1675106476700.0,0.10833
BTCUSDT,1,1675106469656.0,1675106480444.0,0.10755
ETCUSDT,1,1675106470777.0,1675106480875.0,0.09934
BTCUSDT,-1,1675106484898.0,1675106495222.0,-0.08026
ETHUSDT,-1,1675106486154.0,1675106496524.0,-0.14554
BTCUSDT,1,1675106488653.0,1675106498734.0,0.04384
ETHUSDT,1,1675106489238.0,1675106499887.0,0.05663
ETHUSDT,-1,1675106501151.0,1675106511239.0,0.03022
ETHUSDT,1,1675106508694.0,1675106519182.0,0.03730
BTCUSDT,-1,1675106510144.0,1675106520177.0,-0.03068
BTCUSDT,1,1675106513465.0,1675106523504.0,0.02060
ETHUSDT,-1,1675106513438.0,1675106524528.0,-0.06625
BTCUSDT,-1,1675106515184.0,1675106525618.0,-0.04120
BTCUSDT,1,1675106518807.0,1675106529155.0,0.01008
ETHUSDT,1,1675106519626.0,1675106529637.0,-0.04564
BTCUSDT,-1,1675106529577.0,1675106539733.0,0.00394
ETHUSDT,-1,1675106529140.0,1675106540174.0,0.05593
BTCUSDT,1,1675106533866.0,1675106543956.0,-0.03987
ETCUSDT,-1,1675106533927.0,1675106544209.0,0.04712
BTCUSDT,-1,1675106538205.0,1675106548759.0,0.06223
BTCUSDT,1,1675106541041.0,1675106551050.0,-0.06749
BTCUSDT,-1,1675106543468.0,1675106553662.0,0.06399
ETCUSDT,1,1675106546074.0,1675106556556.0,-0.01414
ETCUSDT,-1,1675106548028.0,1675106558165.0,-0.06604
BTCUSDT,1,1675106555925.0,1675106566696.0,-0.00482
ETCUSDT,1,1675106556838.0,1675106567254.0,0.00000
ETHUSDT,1,1675106562148.0,1675106572340.0,0.02252
BTCUSDT,-1,1675106562718.0,1675106573193.0,-0.02631
BTCUSDT,1,1675106563067.0,1675106573193.0,0.01842
ETCUSDT,-1,1675106572302.0,1675106582774.0,-0.02829
ETCUSDT,1,1675106580752.0,1675106590989.0,-0.05657
BTCUSDT,-1,1675106583656.0,1675106593850.0,-0.00614
ETHUSDT,-1,1675106585660.0,1675106596045.0,0.00193
ETCUSDT,-1,1675106587167.0,1675106597310.0,-0.00472
ETCUSDT,1,1675106588760.0,1675106598886.0,0.04244
ETCUSDT,-1,1675106592165.0,1675106602305.0,-0.11320
ETHUSDT,1,1675106594697.0,1675106604917.0,0.07912
BTCUSDT,1,1675106594805.0,1675106605348.0,0.08550
ETCUSDT,1,1675106603350.0,1675106613700.0,-0.02355
BTCUSDT,-1,1675106609424.0,1675106620024.0,0.00438
BTCUSDT,1,1675106609424.0,1675106620024.0,-0.01796
BTCUSDT,-1,1675106612957.0,1675106623013.0,0.01095
ETHUSDT,-1,1675106614359.0,1675106624563.0,0.05464
BTCUSDT,1,1675106616336.0,1675106626607.0,-0.04512
ETCUSDT,-1,1675106623640.0,1675106633698.0,-0.01414
BTCUSDT,-1,1675106622853.0,1675106634780.0,0.01884
BTCUSDT,1,1675106638587.0,1675106649174.0,-0.01841
ETHUSDT,1,1675106644052.0,1675106654672.0,-0.08488
BTCUSDT,-1,1675106645475.0,1675106656017.0,0.05129
ETHUSDT,-1,1675106651917.0,1675106662714.0,0.02896
ETCUSDT,1,1675106652700.0,1675106662727.0,-0.01415
ETHUSDT,1,1675106659149.0,1675106669285.0,-0.02573
ETCUSDT,-1,1675106658509.0,1675106669357.0,0.07543
BTCUSDT,1,1675106658558.0,1675106669367.0,-0.03507
BTCUSDT,-1,1675106663975.0,1675106674020.0,0.01623
ETHUSDT,-1,1675106667430.0,1675106679355.0,0.06499
BTCUSDT,1,1675106668066.0,1675106679706.0,-0.05350
BTCUSDT,-1,1675106668117.0,1675106679706.0,0.05745
BTCUSDT,1,1675106688055.0,1675106698685.0,-0.01886
BTCUSDT,-1,1675106698717.0,1675106708975.0,0.06362
BTCUSDT,1,1675106713738.0,1675106724256.0,0.08122
ETHUSDT,1,1675106716271.0,1675106726722.0,0.04638
BTCUSDT,-1,1675106718184.0,1675106728994.0,-0.07375
BTCUSDT,1,1675106719108.0,1675106729226.0,0.06320
ETCUSDT,1,1675106722966.0,1675106732975.0,0.14620
BTCUSDT,-1,1675106757367.0,1675106767436.0,-0.03903
ETCUSDT,-1,1675106760125.0,1675106770420.0,-0.12719
ETHUSDT,-1,1675106764830.0,1675106775008.0,-0.07785
ETHUSDT,1,1675106767030.0,1675106777122.0,0.03087
ETCUSDT,1,1675106769057.0,1675106779478.0,0.00470
BTCUSDT,1,1675106767180.0,1675106783633.0,0.01403
BTCUSDT,-1,1675106790552.0,1675106800579.0,-0.05041
ETCUSDT,-1,1675106794061.0,1675106804138.0,-0.05175
BTCUSDT,1,1675106799634.0,1675106809750.0,0.00175
ETCUSDT,1,1675106803446.0,1675106813602.0,0.00470
ETHUSDT,-1,1675106815711.0,1675106825729.0,0.04628
BTCUSDT,-1,1675106814580.0,1675106825744.0,0.01666
BTCUSDT,1,1675106820472.0,1675106831560.0,-0.07100
ETCUSDT,-1,1675106825755.0,1675106836251.0,0.08469
BTCUSDT,-1,1675106825776.0,1675106836443.0,0.04165
BTCUSDT,1,1675106848089.0,1675106858835.0,-0.04166
BTCUSDT,-1,1675106853353.0,1675106865824.0,0.00263
ETHUSDT,1,1675106856030.0,1675106866148.0,0.01094
BTCUSDT,1,1675106863125.0,1675106877138.0,0.02764
ETCUSDT,1,1675106877189.0,1675106887568.0,0.07070
BTCUSDT,-1,1675106883286.0,1675106893584.0,-0.05263
BTCUSDT,1,1675106890811.0,1675106901066.0,0.05525
BTCUSDT,-1,1675106912509.0,1675106924343.0,0.04208
ETHUSDT,-1,1675106915707.0,1675106926583.0,0.02186
ETCUSDT,-1,1675106925585.0,1675106936534.0,0.02824
BTCUSDT,1,1675106936933.0,1675106949042.0,0.03552
ETHUSDT,1,1675106942931.0,1675106954324.0,-0.00900
ETCUSDT,1,1675106951773.0,1675106961924.0,-0.12708
BTCUSDT,-1,1675106957673.0,1675106968756.0,0.04122
ETHUSDT,-1,1675106956953.0,1675106968758.0,0.03408
ETCUSDT,-1,1675106959686.0,1675106970049.0,0.02827
BTCUSDT,1,1675106985687.0,1675106996261.0,0.01097
BTCUSDT,-1,1675106986879.0,1675106998583.0,-0.01493
BTCUSDT,1,1675106989063.0,1675106999084.0,0.00307
ETCUSDT,1,1675106993838.0,1675107004028.0,-0.01885
ETHUSDT,1,1675107000201.0,1675107010250.0,0.01416
BTCUSDT,-1,1675107001923.0,1675107012306.0,0.01668
ETCUSDT,-1,1675107003239.0,1675107014177.0,0.04713
BTCUSDT,1,1675107004714.0,1675107016193.0,-0.02107
BTCUSDT,-1,1675107012306.0,1675107023211.0,-0.00395
ETCUSDT,1,1675107016211.0,1675107026467.0,-0.08014
ETHUSDT,-1,1675107016287.0,1675107028331.0,0.01030
ETCUSDT,-1,1675107025963.0,1675107035976.0,0.02831
BTCUSDT,1,1675107025865.0,1675107037447.0,-0.03380
BTCUSDT,-1,1675107026122.0,1675107037448.0,0.02239
BTCUSDT,1,1675107038961.0,1675107049321.0,-0.03688
BTCUSDT,-1,1675107042071.0,1675107052205.0,-0.01889
ETHUSDT,1,1675107045225.0,1675107055391.0,0.01931
BTCUSDT,1,1675107045231.0,1675107055511.0,-0.01801
BTCUSDT,-1,1675107049812.0,1675107061021.0,-0.00922
BTCUSDT,1,1675107062086.0,1675107072237.0,0.13527
ETCUSDT,1,1675107067641.0,1675107078474.0,0.13679
BTCUSDT,-1,1675107077630.0,1675107087683.0,-0.04692
BTCUSDT,1,1675107080106.0,1675107090619.0,0.02148
BTCUSDT,-1,1675107088371.0,1675107100198.0,-0.00570
ETHUSDT,-1,1675107090264.0,1675107100275.0,0.00321
BTCUSDT,1,1675107095029.0,1675107105717.0,-0.00132
BTCUSDT,-1,1675107106750.0,1675107117658.0,0.06357
ETCUSDT,-1,1675107108096.0,1675107118614.0,0.03297
BTCUSDT,1,1675107126374.0,1675107136623.0,-0.01798
ETHUSDT,1,1675107128692.0,1675107139504.0,-0.06618
BTCUSDT,-1,1675107133464.0,1675107146403.0,0.03290
ETHUSDT,-1,1675107138496.0,1675107148542.0,-0.01093
ETCUSDT,1,1675107139959.0,1675107150196.0,-0.04711
BTCUSDT,1,1675107160303.0,1675107171512.0,-0.03160
ETCUSDT,-1,1675107162481.0,1675107173230.0,0.00943
ETHUSDT,1,1675107164387.0,1675107174984.0,0.00450
BTCUSDT,-1,1675107166346.0,1675107176957.0,-0.01273
ETHUSDT,-1,1675107174109.0,1675107184158.0,0.00450
BTCUSDT,1,1675107174011.0,1675107184177.0,-0.02152
BTCUSDT,-1,1675107174011.0,1675107186345.0,0.03161
BTCUSDT,1,1675107176963.0,1675107187489.0,-0.03732
BTCUSDT,-1,1675107177387.0,1675107187489.0,0.00132
ETHUSDT,1,1675107176339.0,1675107191214.0,-0.02637
ETHUSDT,-1,1675107179098.0,1675107191245.0,0.00129
ETHUSDT,1,1675107185779.0,1675107196264.0,0.05597
BTCUSDT,1,1675107193756.0,1675107204110.0,-0.01054
BTCUSDT,-1,1675107213134.0,1675107224722.0,-0.04612
ETCUSDT,1,1675107219564.0,1675107230346.0,-0.02356
BTCUSDT,1,1675107222290.0,1675107232300.0,-0.00966
ETHUSDT,-1,1675107222211.0,1675107232403.0,0.00707
ETHUSDT,1,1675107230367.0,1675107240909.0,-0.05401
BTCUSDT,-1,1675107233860.0,1675107244051.0,0.02722
ETHUSDT,-1,1675107241607.0,1675107252071.0,0.04053
ETCUSDT,-1,1675107241606.0,1675107252177.0,-0.03774
ETHUSDT,1,1675107259221.0,1675107269222.0,-0.01094
BTCUSDT,1,1675107260459.0,1675107270599.0,-0.03864
BTCUSDT,-1,1675107275622.0,1675107285970.0,-0.01362
ETCUSDT,1,1675107283030.0,1675107293918.0,-0.05187
ETHUSDT,-1,1675107284991.0,1675107296351.0,0.03474
ETCUSDT,-1,1675107291242.0,1675107301586.0,0.04246
BTCUSDT,1,1675107294907.0,1675107304908.0,-0.00351
BTCUSDT,-1,1675107299623.0,1675107310898.0,0.02065
ETHUSDT,1,1675107330816.0,1675107341598.0,-0.07147
BTCUSDT,1,1675107330651.0,1675107342038.0,-0.05496
BTCUSDT,-1,1675107334815.0,1675107344817.0,0.03299
ETHUSDT,-1,1675107336093.0,1675107346289.0,0.00387
BTCUSDT,1,1675107337674.0,1675107347739.0,-0.04266
