symbol,signal,entryTime,outTime,pnl
ETCUSDT,1,1675069561621.0,1675069571905.0,0.09433
BTCUSDT,1,1675069561782.0,1675069571918.0,0.04907
ETHUSDT,1,1675069564233.0,1675069574241.0,-0.13777
ETHUSDT,-1,1675069572361.0,1675069582706.0,0.04220
BTCUSDT,-1,1675069572218.0,1675069582907.0,-0.01152
ETCUSDT,-1,1675069572536.0,1675069582929.0,0.05839
BTCUSDT,1,1675069577342.0,1675069587385.0,0.03670
ETHUSDT,1,1675069577215.0,1675069587723.0,0.00745
ETCUSDT,1,1675069582106.0,1675069592383.0,0.03146
ETHUSDT,-1,1675069583555.0,1675069594164.0,0.08008
ETHUSDT,1,1675069585664.0,1675069596516.0,-0.09372
ETHUSDT,-1,1675069588095.0,1675069599103.0,0.05092
BTCUSDT,-1,1675069587911.0,1675069600599.0,0.02688
ETCUSDT,-1,1675069593740.0,1675069603756.0,-0.00450
ETCUSDT,1,1675069596754.0,1675069607070.0,0.00450
ETCUSDT,-1,1675069602047.0,1675069612209.0,0.07201
ETHUSDT,1,1675069602187.0,1675069613075.0,-0.07146
ETHUSDT,-1,1675069602502.0,1675069613075.0,0.06153
ETHUSDT,1,1675069602690.0,1675069613078.0,-0.09071
ETHUSDT,-1,1675069603826.0,1675069614052.0,0.09134
ETHUSDT,1,1675069605645.0,1675069615660.0,-0.13606
BTCUSDT,1,1675069607704.0,1675069617795.0,-0.13957
ETHUSDT,-1,1675069609762.0,1675069619838.0,0.12616
BTCUSDT,-1,1675069611048.0,1675069621469.0,0.12297
BTCUSDT,1,1675069616781.0,1675069626861.0,-0.03675
BTCUSDT,-1,1675069618735.0,1675069628882.0,0.02992
ETHUSDT,1,1675069621788.0,1675069631797.0,-0.09147
ETHUSDT,-1,1675069622704.0,1675069632735.0,0.06785
ETHUSDT,1,1675069623190.0,1675069633207.0,-0.11822
BTCUSDT,1,1675069623989.0,1675069634014.0,-0.15088
BTCUSDT,-1,1675069624053.0,1675069634068.0,0.14918
ETHUSDT,-1,1675069624617.0,1675069634676.0,0.08963
ETHUSDT,1,1675069625632.0,1675069635657.0,-0.12568
BTCUSDT,1,1675069625630.0,1675069635690.0,-0.09618
ETHUSDT,-1,1675069627903.0,1675069637914.0,0.06038
BTCUSDT,-1,1675069628126.0,1675069638127.0,0.08936
BTCUSDT,1,1675069634418.0,1675069644421.0,0.06249
BTCUSDT,-1,1675069634626.0,1675069644632.0,-0.06505
BTCUSDT,1,1675069634721.0,1675069644742.0,0.03295
BTCUSDT,-1,1675069635221.0,1675069645269.0,-0.06335
BTCUSDT,1,1675069635424.0,1675069645426.0,0.02482
ETCUSDT,1,1675069635555.0,1675069645646.0,0.24123
ETHUSDT,1,1675069635920.0,1675069645924.0,0.10092
ETCUSDT,-1,1675069636380.0,1675069646432.0,-0.28228
BTCUSDT,-1,1675069636828.0,1675069646867.0,-0.05348
BTCUSDT,1,1675069636829.0,1675069646886.0,0.05091
ETCUSDT,1,1675069637740.0,1675069647800.0,0.17285
BTCUSDT,-1,1675069637739.0,1675069647805.0,-0.07789
ETCUSDT,-1,1675069638203.0,1675069648211.0,-0.15458
BTCUSDT,1,1675069638398.0,1675069648404.0,0.07786
ETCUSDT,1,1675069638465.0,1675069648495.0,0.05904
BTCUSDT,-1,1675069639207.0,1675069649286.0,-0.07018
ETHUSDT,-1,1675069639267.0,1675069649289.0,-0.10152
ETHUSDT,1,1675069639268.0,1675069649295.0,0.08719
ETHUSDT,-1,1675069639268.0,1675069649295.0,-0.07847
ETCUSDT,-1,1675069639281.0,1675069649332.0,-0.36004
BTCUSDT,1,1675069639829.0,1675069649853.0,0.05133
ETHUSDT,1,1675069639892.0,1675069649946.0,0.05853
ETCUSDT,1,1675069640047.0,1675069650150.0,-0.07716
BTCUSDT,-1,1675069641287.0,1675069651298.0,-0.00856
ETCUSDT,-1,1675069641863.0,1675069651899.0,0.50384
BTCUSDT,1,1675069643089.0,1675069653097.0,-0.02952
ETCUSDT,1,1675069644157.0,1675069654173.0,-0.71727
BTCUSDT,-1,1675069645738.0,1675069655745.0,0.06544
BTCUSDT,1,1675069646260.0,1675069656277.0,-0.08510
ETHUSDT,-1,1675069648857.0,1675069658870.0,0.13442
BTCUSDT,-1,1675069649785.0,1675069659847.0,0.12700
ETCUSDT,-1,1675069649919.0,1675069659926.0,1.44908
ETHUSDT,1,1675069650447.0,1675069660460.0,-0.15806
BTCUSDT,1,1675069650514.0,1675069660542.0,-0.13684
BTCUSDT,-1,1675069650556.0,1675069660570.0,0.13513
ETHUSDT,-1,1675069650702.0,1675069660715.0,0.13881
BTCUSDT,1,1675069654907.0,1675069664912.0,-0.00300
BTCUSDT,-1,1675069655908.0,1675069665995.0,-0.02354
ETHUSDT,1,1675069655984.0,1675069666016.0,0.02928
ETHUSDT,-1,1675069656699.0,1675069666702.0,-0.07663
ETCUSDT,1,1675069657570.0,1675069667615.0,0.23396
ETCUSDT,-1,1675069657981.0,1675069668048.0,-0.88561
BTCUSDT,1,1675069658137.0,1675069668168.0,0.06806
BTCUSDT,-1,1675069658471.0,1675069668473.0,-0.09720
ETHUSDT,1,1675069658495.0,1675069668534.0,0.12527
BTCUSDT,1,1675069658584.0,1675069668593.0,0.10019
BTCUSDT,-1,1675069658592.0,1675069668593.0,-0.09033
ETCUSDT,1,1675069658919.0,1675069668940.0,0.83368
ETCUSDT,-1,1675069659267.0,1675069669334.0,-0.99636
ETHUSDT,-1,1675069659686.0,1675069669753.0,-0.14646
ETHUSDT,1,1675069659973.0,1675069670006.0,0.16642
BTCUSDT,1,1675069660210.0,1675069670234.0,0.11045
BTCUSDT,-1,1675069660500.0,1675069670528.0,-0.14901
ETHUSDT,-1,1675069660754.0,1675069670756.0,-0.17141
ETHUSDT,1,1675069660960.0,1675069670984.0,0.14331
BTCUSDT,1,1675069661105.0,1675069671118.0,0.11602
ETCUSDT,1,1675069660938.0,1675069671143.0,0.88345
ETCUSDT,-1,1675069661038.0,1675069671143.0,-1.46202
ETCUSDT,1,1675069661347.0,1675069671369.0,0.89224
ETCUSDT,-1,1675069661403.0,1675069671442.0,-1.03150
ETCUSDT,1,1675069661944.0,1675069671962.0,1.10098
ETCUSDT,-1,1675069663712.0,1675069673749.0,-0.73033
BTCUSDT,-1,1675069663955.0,1675069673959.0,-0.11986
BTCUSDT,-1,1675069664200.0,1675069674207.0,-0.11900
BTCUSDT,1,1675069664410.0,1675069674478.0,0.08174
ETCUSDT,1,1675069664466.0,1675069674525.0,0.48586
BTCUSDT,-1,1675069665502.0,1675069675557.0,-0.09158
BTCUSDT,1,1675069665661.0,1675069675669.0,0.09158
ETHUSDT,-1,1675069666084.0,1675069676087.0,-0.07597
ETHUSDT,1,1675069666484.0,1675069676485.0,0.07160
BTCUSDT,-1,1675069668954.0,1675069678958.0,-0.12662
BTCUSDT,1,1675069669452.0,1675069679463.0,0.09366
ETHUSDT,-1,1675069670096.0,1675069680098.0,-0.08463
ETHUSDT,1,1675069670103.0,1675069680133.0,0.08836
ETHUSDT,-1,1675069670121.0,1675069680263.0,-0.07840
ETHUSDT,1,1675069670189.0,1675069680271.0,0.06595
BTCUSDT,-1,1675069673391.0,1675069683396.0,-0.08039
ETHUSDT,-1,1675069673420.0,1675069683424.0,-0.10391
ETCUSDT,-1,1675069673960.0,1675069684023.0,-0.12316
BTCUSDT,1,1675069674350.0,1675069684358.0,0.08894
ETHUSDT,1,1675069674730.0,1675069684734.0,0.10141
ETHUSDT,-1,1675069676001.0,1675069686038.0,-0.11452
ETHUSDT,1,1675069676380.0,1675069686402.0,0.03297
ETCUSDT,1,1675069676666.0,1675069686668.0,-0.28683
ETHUSDT,-1,1675069679714.0,1675069689733.0,0.04850
BTCUSDT,-1,1675069680130.0,1675069690141.0,0.05598
ETCUSDT,-1,1675069680230.0,1675069690239.0,0.45043
BTCUSDT,1,1675069681857.0,1675069691930.0,-0.11154
ETHUSDT,1,1675069682466.0,1675069692697.0,-0.14550
ETCUSDT,1,1675069683718.0,1675069693755.0,-0.23687
ETHUSDT,-1,1675069685823.0,1675069695829.0,0.14424
BTCUSDT,-1,1675069685821.0,1675069695843.0,0.10555
ETCUSDT,-1,1675069686004.0,1675069696018.0,0.16866
ETCUSDT,1,1675069688721.0,1675069698722.0,-0.21925
BTCUSDT,1,1675069689069.0,1675069699071.0,-0.01112
ETHUSDT,1,1675069689020.0,1675069699152.0,-0.02178
ETHUSDT,-1,1675069690223.0,1675069700235.0,-0.05850
BTCUSDT,-1,1675069690316.0,1675069700322.0,-0.00342
ETCUSDT,-1,1675069690627.0,1675069700656.0,-0.11440
ETHUSDT,1,1675069692276.0,1675069702376.0,0.07410
ETCUSDT,1,1675069692733.0,1675069702746.0,0.11894
BTCUSDT,1,1675069693440.0,1675069703482.0,0.04192
ETHUSDT,-1,1675069694198.0,1675069704219.0,-0.08843
ETCUSDT,-1,1675069694802.0,1675069704816.0,-0.27942
BTCUSDT,-1,1675069695459.0,1675069705520.0,-0.02824
ETHUSDT,1,1675069695829.0,1675069705866.0,0.04295
BTCUSDT,1,1675069696194.0,1675069706209.0,-0.04192
ETCUSDT,1,1675069696147.0,1675069706269.0,-0.12328
ETCUSDT,-1,1675069698206.0,1675069708212.0,-0.05026
BTCUSDT,-1,1675069698485.0,1675069708522.0,0.05687
ETHUSDT,-1,1675069698629.0,1675069708725.0,0.03671
ETCUSDT,1,1675069699654.0,1675069709670.0,-0.06850
BTCUSDT,1,1675069699560.0,1675069709676.0,-0.04447
BTCUSDT,-1,1675069699836.0,1675069709844.0,0.00727
ETHUSDT,1,1675069699805.0,1675069709921.0,-0.04541
BTCUSDT,1,1675069700228.0,1675069710372.0,-0.06798
ETHUSDT,-1,1675069700661.0,1675069710753.0,0.03733
BTCUSDT,-1,1675069700938.0,1675069711020.0,0.03336
ETCUSDT,-1,1675069701215.0,1675069711405.0,0.02741
BTCUSDT,1,1675069701624.0,1675069711756.0,-0.04789
ETHUSDT,1,1675069701913.0,1675069711962.0,-0.04480
ETHUSDT,-1,1675069702393.0,1675069712399.0,0.05351
BTCUSDT,-1,1675069702442.0,1675069712492.0,0.05773
ETCUSDT,1,1675069703183.0,1675069713198.0,-0.08221
BTCUSDT,1,1675069703584.0,1675069713854.0,-0.08038
ETHUSDT,1,1675069703680.0,1675069713868.0,-0.08958
BTCUSDT,-1,1675069704281.0,1675069714357.0,0.06201
ETHUSDT,-1,1675069704573.0,1675069714948.0,0.10886
ETCUSDT,-1,1675069705884.0,1675069715985.0,-0.01827
BTCUSDT,1,1675069707332.0,1675069717350.0,-0.04834
ETCUSDT,1,1675069707936.0,1675069717985.0,0.07768
BTCUSDT,-1,1675069708332.0,1675069718787.0,0.03807
ETCUSDT,-1,1675069708800.0,1675069718898.0,-0.16911
BTCUSDT,1,1675069708944.0,1675069719009.0,-0.01754
ETCUSDT,1,1675069709567.0,1675069719667.0,0.14160
ETCUSDT,-1,1675069709610.0,1675069719953.0,-0.20110
ETCUSDT,1,1675069709610.0,1675069720123.0,0.19654
ETCUSDT,-1,1675069709633.0,1675069720336.0,-0.21485
ETCUSDT,1,1675069710485.0,1675069720494.0,0.12330
BTCUSDT,-1,1675069710797.0,1675069720933.0,-0.02696
ETCUSDT,-1,1675069711532.0,1675069721571.0,-0.19187
ETCUSDT,1,1675069712643.0,1675069722688.0,0.03654
ETCUSDT,-1,1675069713217.0,1675069723299.0,-0.07769
ETCUSDT,1,1675069715990.0,1675069726046.0,0.30613
ETCUSDT,-1,1675069715990.0,1675069726046.0,-0.31528
ETCUSDT,1,1675069715993.0,1675069726046.0,0.33361
BTCUSDT,1,1675069718883.0,1675069729121.0,0.07702
ETHUSDT,1,1675069719944.0,1675069730005.0,0.04669
ETCUSDT,-1,1675069722136.0,1675069732290.0,-0.33819
ETHUSDT,-1,1675069723638.0,1675069733649.0,0.00809
ETCUSDT,1,1675069723702.0,1675069733719.0,0.15058
ETHUSDT,1,1675069724748.0,1675069734832.0,-0.06036
BTCUSDT,-1,1675069727256.0,1675069737472.0,0.06970
ETHUSDT,-1,1675069728131.0,1675069738237.0,0.08464
ETCUSDT,-1,1675069728414.0,1675069738416.0,0.03646
BTCUSDT,1,1675069728581.0,1675069738644.0,-0.07098
ETHUSDT,1,1675069729647.0,1675069739811.0,-0.13501
ETCUSDT,1,1675069730786.0,1675069740794.0,0.07293
ETHUSDT,-1,1675069731670.0,1675069741946.0,0.09275
BTCUSDT,-1,1675069732641.0,1675069742868.0,0.07441
ETCUSDT,-1,1675069735312.0,1675069745462.0,0.16407
ETCUSDT,1,1675069740139.0,1675069750241.0,-0.27327
ETCUSDT,-1,1675069740777.0,1675069750870.0,0.05934
ETCUSDT,1,1675069741133.0,1675069751290.0,-0.15495
ETCUSDT,-1,1675069744522.0,1675069754548.0,-0.08670
BTCUSDT,1,1675069746929.0,1675069756936.0,-0.07150
ETHUSDT,1,1675069747105.0,1675069757123.0,-0.08477
ETHUSDT,-1,1675069747661.0,1675069757665.0,0.05739
BTCUSDT,-1,1675069747666.0,1675069757667.0,0.06639
BTCUSDT,1,1675069749090.0,1675069759104.0,-0.11649
ETHUSDT,1,1675069749131.0,1675069759164.0,-0.10352
BTCUSDT,-1,1675069749225.0,1675069759227.0,0.09381
BTCUSDT,1,1675069749285.0,1675069759290.0,-0.08651
BTCUSDT,-1,1675069749944.0,1675069760053.0,0.07626
ETHUSDT,-1,1675069750390.0,1675069760397.0,0.06613
BTCUSDT,1,1675069750965.0,1675069760988.0,-0.05653
ETHUSDT,1,1675069751242.0,1675069761270.0,-0.09788
ETCUSDT,1,1675069752582.0,1675069762631.0,-0.25083
BTCUSDT,-1,1675069754723.0,1675069764738.0,0.05910
ETHUSDT,-1,1675069756092.0,1675069766110.0,0.18080
ETCUSDT,-1,1675069757039.0,1675069767047.0,0.19191
ETHUSDT,1,1675069758588.0,1675069768598.0,-0.05055
ETHUSDT,-1,1675069759067.0,1675069769073.0,0.03309
BTCUSDT,1,1675069759291.0,1675069769349.0,-0.00943
ETHUSDT,1,1675069759456.0,1675069769481.0,-0.07550
BTCUSDT,-1,1675069759610.0,1675069769630.0,-0.03044
ETHUSDT,-1,1675069760370.0,1675069770371.0,-0.00874
BTCUSDT,1,1675069760546.0,1675069770665.0,0.02058
ETHUSDT,1,1675069760803.0,1675069770844.0,-0.04492
BTCUSDT,-1,1675069761156.0,1675069771207.0,-0.03644
BTCUSDT,1,1675069761404.0,1675069771411.0,0.02057
ETHUSDT,-1,1675069762734.0,1675069772749.0,-0.05181
BTCUSDT,-1,1675069762750.0,1675069772878.0,-0.06515
ETHUSDT,1,1675069763456.0,1675069773457.0,-0.03369
BTCUSDT,1,1675069763914.0,1675069774069.0,0.02871
ETHUSDT,-1,1675069764395.0,1675069774401.0,-0.02184
BTCUSDT,-1,1675069765814.0,1675069776412.0,-0.03001
ETHUSDT,1,1675069766604.0,1675069776615.0,0.04184
ETHUSDT,-1,1675069767170.0,1675069777200.0,-0.05746
BTCUSDT,1,1675069767177.0,1675069777459.0,0.01586
ETHUSDT,1,1675069767560.0,1675069777571.0,0.01810
ETHUSDT,-1,1675069768193.0,1675069778557.0,-0.02872
BTCUSDT,-1,1675069768290.0,1675069778738.0,-0.01029
ETHUSDT,1,1675069769810.0,1675069779837.0,0.01873
BTCUSDT,1,1675069769966.0,1675069779985.0,-0.01157
ETCUSDT,1,1675069771050.0,1675069781112.0,0.00915
ETHUSDT,-1,1675069773450.0,1675069783465.0,0.06925
BTCUSDT,-1,1675069774518.0,1675069784691.0,0.04927
ETCUSDT,-1,1675069778025.0,1675069788231.0,-0.15089
ETHUSDT,1,1675069782515.0,1675069792522.0,-0.01685
BTCUSDT,1,1675069782455.0,1675069792742.0,-0.00729
BTCUSDT,-1,1675069783258.0,1675069793288.0,-0.04802
ETCUSDT,1,1675069783865.0,1675069793952.0,0.19195
ETHUSDT,-1,1675069784654.0,1675069794690.0,-0.05307
BTCUSDT,1,1675069786028.0,1675069796061.0,0.05743
ETHUSDT,1,1675069786546.0,1675069796609.0,0.05493
ETHUSDT,-1,1675069789466.0,1675069799469.0,-0.07680
BTCUSDT,-1,1675069789458.0,1675069799640.0,-0.06643
ETHUSDT,1,1675069789827.0,1675069799924.0,0.03370
BTCUSDT,1,1675069791237.0,1675069801243.0,0.11747
BTCUSDT,-1,1675069791237.0,1675069801243.0,-0.12305
ETHUSDT,-1,1675069791876.0,1675069802019.0,-0.06243
BTCUSDT,1,1675069792742.0,1675069802835.0,0.07500
ETHUSDT,1,1675069792854.0,1675069802856.0,0.00749
ETHUSDT,-1,1675069796969.0,1675069806973.0,-0.06553
ETCUSDT,-1,1675069798188.0,1675069808189.0,-0.10045
ETHUSDT,1,1675069798417.0,1675069808425.0,0.04555
ETHUSDT,-1,1675069802271.0,1675069812302.0,-0.07987
BTCUSDT,-1,1675069802835.0,1675069813085.0,-0.02912
ETCUSDT,1,1675069804030.0,1675069814037.0,0.07298
BTCUSDT,1,1675069803817.0,1675069814105.0,0.04324
ETHUSDT,1,1675069804597.0,1675069814638.0,0.05738
BTCUSDT,-1,1675069806675.0,1675069816771.0,-0.03896
BTCUSDT,1,1675069807030.0,1675069817430.0,0.03511
ETHUSDT,-1,1675069809934.0,1675069820152.0,-0.10916
BTCUSDT,-1,1675069809456.0,1675069820269.0,-0.07752
ETCUSDT,-1,1675069810823.0,1675069820860.0,-0.06841
BTCUSDT,1,1675069810907.0,1675069820986.0,0.03596
ETHUSDT,1,1675069811195.0,1675069821247.0,0.04364
BTCUSDT,-1,1675069814917.0,1675069824943.0,0.06035
ETHUSDT,-1,1675069815471.0,1675069825490.0,0.05111
ETCUSDT,1,1675069815470.0,1675069825623.0,-0.02734
ETHUSDT,1,1675069817295.0,1675069827403.0,-0.04611
BTCUSDT,1,1675069817715.0,1675069827809.0,-0.02311
ETHUSDT,-1,1675069818938.0,1675069829105.0,0.01808
ETHUSDT,1,1675069820375.0,1675069830488.0,-0.05359
ETHUSDT,-1,1675069821087.0,1675069831104.0,0.05484
ETHUSDT,1,1675069821510.0,1675069831766.0,-0.02555
ETHUSDT,-1,1675069821545.0,1675069831836.0,0.02119
BTCUSDT,-1,1675069823476.0,1675069833478.0,-0.03168
ETCUSDT,-1,1675069824709.0,1675069834830.0,-0.13226
ETHUSDT,1,1675069825424.0,1675069835516.0,0.00499
BTCUSDT,1,1675069825939.0,1675069835988.0,0.01798
BTCUSDT,-1,1675069828588.0,1675069838656.0,-0.00128
ETCUSDT,1,1675069828916.0,1675069839223.0,0.12761
ETHUSDT,-1,1675069831223.0,1675069841347.0,-0.04987
BTCUSDT,1,1675069831755.0,1675069842137.0,0.03252
BTCUSDT,-1,1675069831901.0,1675069842139.0,-0.06250
BTCUSDT,1,1675069834658.0,1675069844993.0,0.07791
BTCUSDT,-1,1675069834768.0,1675069844993.0,-0.09548
ETHUSDT,1,1675069835179.0,1675069846013.0,0.09727
BTCUSDT,1,1675069836320.0,1675069846771.0,0.04109
ETHUSDT,-1,1675069836745.0,1675069847177.0,-0.02929
ETHUSDT,1,1675069838382.0,1675069848442.0,0.04487
ETHUSDT,-1,1675069839498.0,1675069849499.0,-0.09036
ETHUSDT,1,1675069839498.0,1675069849530.0,0.08350
BTCUSDT,-1,1675069846771.0,1675069857082.0,-0.00642
BTCUSDT,1,1675069848433.0,1675069858597.0,0.00599
BTCUSDT,-1,1675069849319.0,1675069859425.0,0.03847
ETHUSDT,-1,1675069852307.0,1675069862832.0,0.00498
ETCUSDT,-1,1675069853540.0,1675069863594.0,-0.19116
BTCUSDT,1,1675069857628.0,1675069868677.0,0.02309
ETHUSDT,1,1675069859283.0,1675069869503.0,-0.02179
ETCUSDT,1,1675069860097.0,1675069870134.0,0.11818
ETHUSDT,-1,1675069866801.0,1675069877238.0,0.00561
BTCUSDT,-1,1675069873925.0,1675069883976.0,-0.07867
ETCUSDT,-1,1675069877069.0,1675069887188.0,-0.07271
ETHUSDT,1,1675069877238.0,1675069887479.0,0.02678
BTCUSDT,1,1675069877811.0,1675069887838.0,0.03590
BTCUSDT,-1,1675069883976.0,1675069893981.0,0.01538
BTCUSDT,1,1675069884627.0,1675069894671.0,-0.09226
ETCUSDT,1,1675069886397.0,1675069896556.0,0.00000
BTCUSDT,-1,1675069886748.0,1675069896834.0,0.02137
BTCUSDT,1,1675069891648.0,1675069902020.0,-0.04314
ETHUSDT,-1,1675069893517.0,1675069903681.0,-0.00311
BTCUSDT,-1,1675069893380.0,1675069903702.0,-0.00513
ETCUSDT,-1,1675069895070.0,1675069905091.0,-0.16815
ETHUSDT,1,1675069898062.0,1675069908239.0,0.04859
BTCUSDT,1,1675069897067.0,1675069908797.0,0.03034
ETCUSDT,1,1675069900742.0,1675069910762.0,0.04994
BTCUSDT,-1,1675069912870.0,1675069922873.0,0.02734
ETCUSDT,-1,1675069921123.0,1675069931178.0,-0.10449
ETHUSDT,-1,1675069923442.0,1675069933536.0,-0.02242
ETCUSDT,1,1675069928631.0,1675069938653.0,0.02723
ETHUSDT,1,1675069930729.0,1675069940898.0,-0.02116
BTCUSDT,1,1675069931419.0,1675069941829.0,-0.01709
BTCUSDT,-1,1675069942875.0,1675069953653.0,0.01068
ETHUSDT,-1,1675069957472.0,1675069967567.0,-0.00560
ETCUSDT,-1,1675069957726.0,1675069968864.0,0.02724
BTCUSDT,1,1675069963266.0,1675069973278.0,0.02009
ETHUSDT,1,1675069963774.0,1675069973899.0,0.00933
ETHUSDT,-1,1675069965154.0,1675069975441.0,0.01867
ETHUSDT,1,1675069967590.0,1675069977780.0,-0.00871
BTCUSDT,-1,1675069967639.0,1675069978710.0,-0.01111
BTCUSDT,1,1675069972620.0,1675069982786.0,-0.01709
ETHUSDT,-1,1675069972466.0,1675069982839.0,-0.02054
ETHUSDT,1,1675069972803.0,1675069982839.0,-0.00747
ETHUSDT,-1,1675069974749.0,1675069984756.0,0.02738
BTCUSDT,-1,1675069978818.0,1675069988890.0,0.05300
ETHUSDT,1,1675069982074.0,1675069992140.0,-0.02116
ETHUSDT,-1,1675069985124.0,1675069995227.0,0.01494
ETCUSDT,1,1675069985060.0,1675069995336.0,0.00911
ETCUSDT,-1,1675069987994.0,1675069998004.0,0.01367
ETCUSDT,1,1675069992929.0,1675070003613.0,-0.11837
BTCUSDT,1,1675069995575.0,1675070005866.0,-0.03634
ETCUSDT,-1,1675069998271.0,1675070008316.0,-0.01367
BTCUSDT,-1,1675069997881.0,1675070009888.0,-0.00086
ETCUSDT,1,1675070006639.0,1675070016784.0,0.20509
ETHUSDT,1,1675070011314.0,1675070021497.0,0.04794
BTCUSDT,1,1675070014322.0,1675070025629.0,0.04960
ETHUSDT,-1,1675070027825.0,1675070037869.0,0.21227
BTCUSDT,-1,1675070027637.0,1675070037933.0,0.21669
ETCUSDT,-1,1675070028446.0,1675070038484.0,0.28674
BTCUSDT,1,1675070028412.0,1675070038532.0,-0.12792
ETCUSDT,1,1675070028648.0,1675070038673.0,-0.39109
ETCUSDT,-1,1675070028795.0,1675070038818.0,0.29590
BTCUSDT,-1,1675070028806.0,1675070038853.0,0.08730
ETHUSDT,1,1675070037059.0,1675070047094.0,-0.12288
BTCUSDT,1,1675070038532.0,1675070048536.0,-0.03427
ETHUSDT,-1,1675070039211.0,1675070049474.0,0.04618
BTCUSDT,-1,1675070041514.0,1675070051606.0,0.06426
ETCUSDT,1,1675070043565.0,1675070053945.0,-0.09589
ETCUSDT,-1,1675070046605.0,1675070056744.0,0.08694
ETHUSDT,1,1675070047417.0,1675070057525.0,-0.05743
BTCUSDT,1,1675070047492.0,1675070057563.0,-0.07628
ETCUSDT,1,1675070048415.0,1675070058483.0,-0.33798
BTCUSDT,-1,1675070048838.0,1675070058847.0,0.09729
ETHUSDT,-1,1675070048911.0,1675070058937.0,0.10988
ETHUSDT,1,1675070052294.0,1675070062305.0,-0.19537
BTCUSDT,1,1675070052355.0,1675070062356.0,-0.16284
ETCUSDT,-1,1675070053945.0,1675070063955.0,0.36585
BTCUSDT,-1,1675070055032.0,1675070065039.0,0.06643
ETHUSDT,-1,1675070055356.0,1675070065358.0,0.02935
BTCUSDT,1,1675070058529.0,1675070068531.0,0.05790
ETHUSDT,1,1675070058837.0,1675070068852.0,0.05623
ETHUSDT,-1,1675070058846.0,1675070068852.0,-0.08624
BTCUSDT,-1,1675070058984.0,1675070069013.0,-0.07850
BTCUSDT,1,1675070058984.0,1675070069023.0,0.07592
BTCUSDT,-1,1675070058994.0,1675070069025.0,-0.09052
BTCUSDT,1,1675070060492.0,1675070070512.0,0.09274
ETHUSDT,1,1675070060721.0,1675070070722.0,0.09890
ETHUSDT,-1,1675070060894.0,1675070070899.0,-0.17603
ETHUSDT,1,1675070060908.0,1675070070968.0,0.02628
ETHUSDT,-1,1675070061091.0,1675070071104.0,-0.12898
ETHUSDT,1,1675070061267.0,1675070071299.0,0.04067
ETHUSDT,-1,1675070061665.0,1675070071673.0,-0.00876
BTCUSDT,-1,1675070061688.0,1675070071781.0,-0.04593
BTCUSDT,1,1675070061717.0,1675070071781.0,0.03133
ETHUSDT,1,1675070061913.0,1675070071960.0,0.02377
ETCUSDT,1,1675070062034.0,1675070072041.0,0.13295
ETHUSDT,-1,1675070062094.0,1675070072096.0,-0.10140
ETHUSDT,1,1675070062190.0,1675070072204.0,0.02814
BTCUSDT,-1,1675070062263.0,1675070072305.0,-0.06566
ETHUSDT,-1,1675070062524.0,1675070072558.0,-0.10385
ETHUSDT,1,1675070062785.0,1675070072797.0,0.13579
BTCUSDT,1,1675070062913.0,1675070072930.0,0.05492
ETHUSDT,-1,1675070064050.0,1675070074054.0,0.04439
BTCUSDT,-1,1675070064071.0,1675070074082.0,-0.01030
ETHUSDT,1,1675070064222.0,1675070074226.0,-0.09687
BTCUSDT,1,1675070064325.0,1675070074370.0,-0.03774
ETHUSDT,-1,1675070066440.0,1675070076457.0,0.14302
ETHUSDT,1,1675070066542.0,1675070076549.0,-0.13422
BTCUSDT,-1,1675070066639.0,1675070076670.0,0.05444
BTCUSDT,1,1675070066639.0,1675070076670.0,-0.05830
ETHUSDT,-1,1675070067096.0,1675070077116.0,0.10863
BTCUSDT,-1,1675070067127.0,1675070077155.0,0.03987
BTCUSDT,1,1675070068082.0,1675070078084.0,-0.07416
ETHUSDT,1,1675070068761.0,1675070078772.0,-0.11865
BTCUSDT,-1,1675070069504.0,1675070079563.0,0.07717
ETHUSDT,-1,1675070069519.0,1675070079568.0,0.08121
ETCUSDT,-1,1675070069617.0,1675070079864.0,-0.00916
ETHUSDT,1,1675070071895.0,1675070081915.0,0.02564
BTCUSDT,1,1675070072009.0,1675070082115.0,-0.06821
ETCUSDT,1,1675070072303.0,1675070082311.0,-0.13272
ETHUSDT,-1,1675070073630.0,1675070083717.0,0.02063
BTCUSDT,-1,1675070073711.0,1675070083915.0,0.07592
ETCUSDT,-1,1675070074013.0,1675070084078.0,0.04123
ETHUSDT,1,1675070075036.0,1675070085096.0,0.04941
BTCUSDT,1,1675070075285.0,1675070085344.0,-0.05920
ETCUSDT,1,1675070075362.0,1675070085434.0,-0.00458
ETHUSDT,-1,1675070076216.0,1675070086383.0,-0.04440
BTCUSDT,-1,1675070076234.0,1675070086439.0,0.03776
ETHUSDT,1,1675070076568.0,1675070086611.0,0.00688
BTCUSDT,1,1675070076850.0,1675070086863.0,-0.05576
ETHUSDT,-1,1675070077550.0,1675070087567.0,-0.01688
ETCUSDT,-1,1675070077590.0,1675070087747.0,0.05956
BTCUSDT,-1,1675070077651.0,1675070087874.0,0.04934
ETHUSDT,1,1675070078165.0,1675070088246.0,-0.01188
BTCUSDT,1,1675070079078.0,1675070089185.0,-0.03647
ETHUSDT,-1,1675070079429.0,1675070089489.0,-0.03251
BTCUSDT,-1,1675070079630.0,1675070090205.0,0.02703
